charge_to,charge_from,IsTransitionMetal_arithmetic_average,IsDBlock_arithmetic_average,ElectronAffinity_composition_average,host lattice constant_[Ang.],host bandgap_[eV],IsTransitionMetal_composition_average,IsDBlock_composition_average,ElectronAffinity_difference,MendeleevNumber_composition_average,IsChalcogen_composition_average,is_b_latt,phi_arithmetic_average,phi_composition_average,SecondIonizationEnergy_difference,NpUnfilled_composition_average,SecondIonizationEnergy_min_value,ElectricalConductivity_arithmetic_average,IonizationEnergy_composition_average,BCCenergy_pa_composition_average,HHIp_composition_average,FirstIonizationEnergy_composition_average,ElectricalConductivity_composition_average,IsNonmetal_difference
1,2,0.3333333333333333,0.3333333333333333,76.47333333333333,5.94,2.05,0.3333333333333333,0.3333333333333333,171.42,77.33333333333333,0.3333333333333333,0,2.7166666666666663,2.7166666666666663,6.421999999999997,2.333333333333333,16.908,5.499999999999999,815.36,-2.2405063166666666,2633.333333333333,8.451043666666667,5.499999999999999,1.0
-1,0,0.5,0.5,133.61333333333332,5.94,2.05,0.3333333333333333,0.3333333333333333,0.0,82.0,0.6666666666666666,0,2.025,1.35,6.421999999999997,1.3333333333333333,16.908,7.35,955.62,-2.248639113333333,1033.3333333333333,9.904613333333334,4.9,0.0
1,2,0.3333333333333333,0.3333333333333333,131.79333333333332,5.94,2.05,0.3333333333333333,0.3333333333333333,5.45999999999998,82.33333333333333,0.6666666666666666,0,1.35,1.35,6.421999999999997,1.3333333333333333,16.908,7.566666666666666,936.06,-2.2146231,1533.3333333333337,9.702073333333333,7.566666666666666,0.0
1,2,0.6666666666666666,0.6666666666666666,106.80666666666666,5.94,2.05,0.6666666666666666,0.6666666666666666,80.41999999999999,72.33333333333333,0.3333333333333333,0,3.15,3.15,6.421999999999997,0.6666666666666666,16.908,12.566666666666666,862.4266666666667,-3.551037366666667,1866.6666666666667,8.937576666666667,12.566666666666666,1.0
1,2,0.5,0.5,133.61333333333332,5.94,2.05,0.3333333333333333,0.3333333333333333,0.0,82.0,0.6666666666666666,0,2.025,1.35,6.421999999999997,1.3333333333333333,16.908,7.35,955.62,-2.248639113333333,1033.3333333333333,9.904613333333334,4.9,0.0
0,1,0.5,0.5,133.61333333333332,5.94,2.05,0.3333333333333333,0.3333333333333333,0.0,82.0,0.6666666666666666,0,2.025,1.35,6.421999999999997,1.3333333333333333,16.908,7.35,955.62,-2.248639113333333,1033.3333333333333,9.904613333333334,4.9,0.0
-1,0,0.5,0.5,133.61333333333332,5.94,2.05,0.3333333333333333,0.3333333333333333,0.0,82.0,0.6666666666666666,0,2.025,1.35,6.421999999999997,1.3333333333333333,16.908,7.35,955.62,-2.248639113333333,1033.3333333333333,9.904613333333334,4.9,0.0
0,1,0.5,0.5,133.61333333333332,5.94,2.05,0.3333333333333333,0.3333333333333333,0.0,82.0,0.6666666666666666,0,2.025,1.35,6.421999999999997,1.3333333333333333,16.908,7.35,955.62,-2.248639113333333,1033.3333333333333,9.904613333333334,4.9,0.0
-1,0,0.5,0.5,133.61333333333332,5.94,2.05,0.3333333333333333,0.3333333333333333,0.0,82.0,0.6666666666666666,0,2.025,1.35,6.421999999999997,1.3333333333333333,16.908,7.35,955.62,-2.248639113333333,1033.3333333333333,9.904613333333334,4.9,0.0
0,1,0.3333333333333333,0.3333333333333333,131.79333333333332,5.94,2.05,0.3333333333333333,0.3333333333333333,5.45999999999998,82.33333333333333,0.6666666666666666,0,1.35,1.35,6.421999999999997,1.3333333333333333,16.908,7.566666666666666,936.06,-2.2146231,1533.3333333333337,9.702073333333333,7.566666666666666,0.0
-1,0,0.3333333333333333,0.3333333333333333,113.84,5.94,2.05,0.3333333333333333,0.3333333333333333,59.31999999999999,81.66666666666666,0.6666666666666666,0,1.35,1.35,18.209,1.3333333333333333,16.908,4.9,1060.3933333333334,-2.0676266,966.6666666666666,10.990626666666667,4.9,0.0
-2,-1,0.3333333333333333,0.3333333333333333,113.84,5.94,2.05,0.3333333333333333,0.3333333333333333,59.31999999999999,81.66666666666666,0.6666666666666666,0,1.35,1.35,18.209,1.3333333333333333,16.908,4.9,1060.3933333333334,-2.0676266,966.6666666666666,10.990626666666667,4.9,0.0
-2,-1,0.5,0.5,133.61333333333332,5.94,2.05,0.3333333333333333,0.3333333333333333,0.0,82.0,0.6666666666666666,0,2.025,1.35,6.421999999999997,1.3333333333333333,16.908,7.35,955.62,-2.248639113333333,1033.3333333333333,9.904613333333334,4.9,0.0
-2,-1,0.5,0.5,133.61333333333332,5.94,2.05,0.3333333333333333,0.3333333333333333,0.0,82.0,0.6666666666666666,0,2.025,1.35,6.421999999999997,1.3333333333333333,16.908,7.35,955.62,-2.248639113333333,1033.3333333333333,9.904613333333334,4.9,0.0
1,2,0.6666666666666666,0.6666666666666666,116.80666666666666,5.94,2.05,0.6666666666666666,0.6666666666666666,50.41999999999999,72.66666666666666,0.3333333333333333,0,3.2,3.2,6.421999999999997,0.6666666666666666,16.908,12.0,915.76,-3.990094586666667,2633.333333333333,9.440283333333332,12.0,1.0
1,2,0.3333333333333333,0.3333333333333333,-13.193333333333342,5.94,2.05,0.3333333333333333,0.3333333333333333,440.42,75.0,0.3333333333333333,0,3.033333333333333,3.033333333333333,6.421999999999997,0.6666666666666666,16.908,13.233333333333334,922.2266666666668,-2.466133366666667,3466.6666666666665,9.558843333333334,13.233333333333334,1.0
1,2,0.3333333333333333,0.3333333333333333,84.37333333333332,5.94,2.05,0.3333333333333333,0.3333333333333333,147.71999999999997,53.33333333333333,0.3333333333333333,1,2.25,2.25,30.378,0.6666666666666666,16.908,11.6,787.6933333333334,-1.6658709633333333,1166.6666666666667,8.164302,11.6,1.0
0,1,0.6666666666666666,0.6666666666666666,106.80666666666666,5.94,2.05,0.6666666666666666,0.6666666666666666,80.41999999999999,72.33333333333333,0.3333333333333333,0,3.15,3.15,6.421999999999997,0.6666666666666666,16.908,12.566666666666666,862.4266666666667,-3.551037366666667,1866.6666666666667,8.937576666666667,12.566666666666666,1.0
1,2,0.5,0.5,66.80666666666666,5.94,2.05,0.6666666666666666,0.6666666666666666,0.0,76.0,0.3333333333333333,0,2.025,2.7,6.421999999999997,0.6666666666666666,16.908,7.35,911.66,-1.4944890766666663,1366.6666666666663,9.449216666666668,9.8,0.0
1,2,0.5,0.5,66.80666666666666,5.94,2.05,0.6666666666666666,0.6666666666666666,0.0,76.0,0.3333333333333333,0,2.025,2.7,6.421999999999997,0.6666666666666666,16.908,7.35,911.66,-1.4944890766666663,1366.6666666666663,9.449216666666668,9.8,0.0
0,1,0.3333333333333333,0.3333333333333333,130.19,5.94,2.05,0.3333333333333333,0.3333333333333333,10.269999999999982,82.66666666666666,0.6666666666666666,0,1.35,1.35,6.421999999999997,1.3333333333333333,16.908,4.900066666666667,912.16,-2.1924155366666667,1766.6666666666663,9.454476666666666,4.900066666666667,1.0
0,1,0.6666666666666666,0.6666666666666666,116.80666666666666,5.94,2.05,0.6666666666666666,0.6666666666666666,50.41999999999999,72.66666666666666,0.3333333333333333,0,3.2,3.2,6.421999999999997,0.6666666666666666,16.908,12.0,915.76,-3.990094586666667,2633.333333333333,9.440283333333332,12.0,1.0
-1,0,0.3333333333333333,0.3333333333333333,130.19,5.94,2.05,0.3333333333333333,0.3333333333333333,10.269999999999982,82.66666666666666,0.6666666666666666,0,1.35,1.35,6.421999999999997,1.3333333333333333,16.908,4.900066666666667,912.16,-2.1924155366666667,1766.6666666666663,9.454476666666666,4.900066666666667,1.0
0,1,0.3333333333333333,0.3333333333333333,-13.193333333333342,5.94,2.05,0.3333333333333333,0.3333333333333333,440.42,75.0,0.3333333333333333,0,3.033333333333333,3.033333333333333,6.421999999999997,0.6666666666666666,16.908,13.233333333333334,922.2266666666668,-2.466133366666667,3466.6666666666665,9.558843333333334,13.233333333333334,1.0
1,2,0.6666666666666666,0.6666666666666666,66.80666666666666,5.94,2.05,0.6666666666666666,0.6666666666666666,200.42,75.66666666666666,0.3333333333333333,1,2.7166666666666663,2.7166666666666663,6.421999999999997,0.6666666666666666,16.908,10.533333333333331,924.56,-1.6334065633333332,1333.3333333333337,9.582676333333334,10.533333333333331,1.0
-2,-1,0.5,0.5,133.61333333333332,5.94,2.05,0.3333333333333333,0.3333333333333333,0.0,82.0,0.6666666666666666,0,2.025,1.35,6.421999999999997,1.3333333333333333,16.908,7.35,955.62,-2.248639113333333,1033.3333333333333,9.904613333333334,4.9,0.0
0,1,0.6666666666666666,0.6666666666666666,66.80666666666666,5.94,2.05,0.6666666666666666,0.6666666666666666,200.42,75.66666666666666,0.3333333333333333,1,2.7166666666666663,2.7166666666666663,6.421999999999997,0.6666666666666666,16.908,10.533333333333331,924.56,-1.6334065633333332,1333.3333333333337,9.582676333333334,10.533333333333331,1.0
1,2,0.5,0.5,66.80666666666666,5.94,2.05,0.6666666666666666,0.6666666666666666,0.0,76.0,0.3333333333333333,1,2.025,2.7,6.421999999999997,0.6666666666666666,16.908,7.35,911.66,-1.4944890766666663,1366.6666666666663,9.449216666666668,9.8,0.0
1,2,0.6666666666666666,0.6666666666666666,86.80666666666666,5.94,2.05,0.6666666666666666,0.6666666666666666,140.42,68.66666666666666,0.3333333333333333,0,2.7,2.7,6.421999999999997,0.6666666666666666,16.908,7.6,876.0933333333334,-5.19817591,1566.6666666666663,8.9678,7.6,1.0
1,2,0.5,0.5,66.80666666666666,5.94,2.05,0.6666666666666666,0.6666666666666666,0.0,76.0,0.3333333333333333,0,2.025,2.7,6.421999999999997,0.6666666666666666,16.908,7.35,911.66,-1.4944890766666663,1366.6666666666663,9.449216666666668,9.8,0.0
1,2,0.6666666666666666,0.6666666666666666,83.47333333333333,5.94,2.05,0.6666666666666666,0.6666666666666666,150.42,67.33333333333333,0.3333333333333333,0,2.5,2.5,10.199999999999998,0.6666666666666666,13.13,5.666666666666666,842.4266666666667,-4.070134353333334,1933.3333333333333,8.662576666666666,5.666666666666666,1.0
1,2,0.6666666666666666,0.6666666666666666,73.47333333333333,5.94,2.05,0.6666666666666666,0.6666666666666666,180.42,67.0,0.3333333333333333,0,2.6166666666666663,2.6166666666666663,9.749999999999998,0.6666666666666666,13.58,5.766666666666666,841.7600000000001,-3.801465433333333,1166.6666666666667,8.727316666666667,5.766666666666666,1.0
1,2,0.6666666666666666,0.6666666666666666,98.80666666666666,5.94,2.05,0.6666666666666666,0.6666666666666666,104.42,69.33333333333333,0.3333333333333333,0,2.9,2.9,6.869,0.6666666666666666,16.461,10.666666666666666,850.7266666666667,-4.863078653333333,1600.0,8.81542,10.666666666666666,1.0
-1,0,0.6666666666666666,0.6666666666666666,66.80666666666666,5.94,2.05,0.6666666666666666,0.6666666666666666,200.42,75.66666666666666,0.3333333333333333,1,2.7166666666666663,2.7166666666666663,6.421999999999997,0.6666666666666666,16.908,10.533333333333331,924.56,-1.6334065633333332,1333.3333333333337,9.582676333333334,10.533333333333331,1.0
-1,0,0.3333333333333333,0.3333333333333333,131.79333333333332,5.94,2.05,0.3333333333333333,0.3333333333333333,5.45999999999998,82.33333333333333,0.6666666666666666,0,1.35,1.35,6.421999999999997,1.3333333333333333,16.908,7.566666666666666,936.06,-2.2146231,1533.3333333333337,9.702073333333333,7.566666666666666,0.0
-2,-1,0.3333333333333333,0.3333333333333333,131.79333333333332,5.94,2.05,0.3333333333333333,0.3333333333333333,5.45999999999998,82.33333333333333,0.6666666666666666,0,1.35,1.35,6.421999999999997,1.3333333333333333,16.908,7.566666666666666,936.06,-2.2146231,1533.3333333333337,9.702073333333333,7.566666666666666,0.0
0,1,0.6666666666666666,0.6666666666666666,83.47333333333333,5.94,2.05,0.6666666666666666,0.6666666666666666,150.42,68.0,0.3333333333333333,0,2.7666666666666666,2.7666666666666666,8.679999999999998,0.6666666666666666,14.65,6.2333333333333325,839.0933333333334,-4.22746296,1900.0,8.700006666666667,6.2333333333333325,1.0
-2,-1,0.3333333333333333,0.3333333333333333,130.19,5.94,2.05,0.3333333333333333,0.3333333333333333,10.269999999999982,82.66666666666666,0.6666666666666666,0,1.35,1.35,6.421999999999997,1.3333333333333333,16.908,4.900066666666667,912.16,-2.1924155366666667,1766.6666666666663,9.454476666666666,4.900066666666667,1.0
1,2,0.3333333333333333,0.3333333333333333,107.14,5.94,2.05,0.3333333333333333,0.3333333333333333,79.41999999999999,79.33333333333333,0.3333333333333333,0,2.7333333333333334,2.7333333333333334,8.697999999999999,2.0,14.632,7.799999999999999,858.6266666666668,-2.5460178766666663,1666.6666666666663,8.89925,7.799999999999999,1.0
-1,0,0.6666666666666666,0.6666666666666666,116.80666666666666,5.94,2.05,0.6666666666666666,0.6666666666666666,50.41999999999999,72.66666666666666,0.3333333333333333,0,3.2,3.2,6.421999999999997,0.6666666666666666,16.908,12.0,915.76,-3.990094586666667,2633.333333333333,9.440283333333332,12.0,1.0
-1,0,0.6666666666666666,0.6666666666666666,106.80666666666666,5.94,2.05,0.6666666666666666,0.6666666666666666,80.41999999999999,72.33333333333333,0.3333333333333333,0,3.15,3.15,6.421999999999997,0.6666666666666666,16.908,12.566666666666666,862.4266666666667,-3.551037366666667,1866.6666666666667,8.937576666666667,12.566666666666666,1.0
0,1,0.3333333333333333,0.3333333333333333,76.47333333333333,5.94,2.05,0.3333333333333333,0.3333333333333333,171.42,77.66666666666666,0.3333333333333333,0,2.65,2.65,6.421999999999997,2.333333333333333,16.908,6.033333333333333,808.5266666666668,-2.1323444366666666,1900.0,8.380063333333334,6.033333333333333,1.0
0,1,0.5,0.5,66.80666666666666,5.94,2.05,0.6666666666666666,0.6666666666666666,0.0,76.0,0.3333333333333333,1,2.025,2.7,6.421999999999997,0.6666666666666666,16.908,7.35,911.66,-1.4944890766666663,1366.6666666666663,9.449216666666668,9.8,0.0
-1,0,0.5,0.5,66.80666666666666,5.94,2.05,0.6666666666666666,0.6666666666666666,0.0,76.0,0.3333333333333333,1,2.025,2.7,6.421999999999997,0.6666666666666666,16.908,7.35,911.66,-1.4944890766666663,1366.6666666666663,9.449216666666668,9.8,0.0
0,1,0.3333333333333333,0.3333333333333333,86.74,5.94,2.05,0.3333333333333333,0.3333333333333333,140.62,53.0,0.3333333333333333,0,2.3,2.3,59.73,0.6666666666666666,16.908,8.799999999999999,795.7600000000001,-1.8695543233333332,1766.6666666666663,8.248516333333333,8.799999999999999,1.0
0,1,0.6666666666666666,0.6666666666666666,83.47333333333333,5.94,2.05,0.6666666666666666,0.6666666666666666,150.42,67.33333333333333,0.3333333333333333,0,2.5,2.5,10.199999999999998,0.6666666666666666,13.13,5.666666666666666,842.4266666666667,-4.070134353333334,1933.3333333333333,8.662576666666666,5.666666666666666,1.0
0,1,0.3333333333333333,0.3333333333333333,175.00666666666666,5.94,2.05,0.3333333333333333,0.3333333333333333,124.18000000000004,84.33333333333333,0.3333333333333333,1,1.35,1.35,6.421999999999997,1.0,16.908,4.9,1002.3933333333334,-1.5805866599999998,1900.0,10.38921,4.9,0.0
0,1,0.3333333333333333,0.3333333333333333,81.97,5.94,2.05,0.3333333333333333,0.3333333333333333,154.92999999999998,54.33333333333333,0.3333333333333333,0,2.0,2.0,8.192,0.6666666666666666,16.908,6.666666666666666,747.6600000000001,-1.5319099399999998,2800.0,7.749245,6.666666666666666,1.0
0,1,0.3333333333333333,0.3333333333333333,92.47333333333331,5.94,2.05,0.3333333333333333,0.3333333333333333,123.42,80.66666666666666,0.3333333333333333,0,2.95,2.95,6.421999999999997,1.6666666666666663,16.908,6.166666666666666,938.0933333333336,-2.6526973933333333,1900.0,9.714143333333334,6.166666666666666,1.0
0,1,0.3333333333333333,0.3333333333333333,165.24,5.94,2.05,0.3333333333333333,0.3333333333333333,94.88000000000002,84.66666666666666,0.3333333333333333,1,1.35,1.35,6.421999999999997,1.0,16.908,4.900000000003333,958.56,-1.59887728,2433.333333333333,9.93503,4.900000000003333,0.0
0,1,0.6666666666666666,0.6666666666666666,98.80666666666666,5.94,2.05,0.6666666666666666,0.6666666666666666,104.42,69.33333333333333,0.3333333333333333,0,2.9,2.9,6.869,0.6666666666666666,16.461,10.666666666666666,850.7266666666667,-4.863078653333333,1600.0,8.81542,10.666666666666666,1.0
0,1,0.3333333333333333,0.3333333333333333,82.43666666666665,5.94,2.05,0.3333333333333333,0.3333333333333333,153.52999999999997,54.0,0.3333333333333333,0,2.05,2.05,10.372,0.6666666666666666,16.908,20.83333333333333,756.7600000000001,-1.568355086666667,2800.0,7.843652666666666,20.83333333333333,1.0
0,1,0.3333333333333333,0.3333333333333333,76.47333333333333,5.94,2.05,0.3333333333333333,0.3333333333333333,171.42,77.33333333333333,0.3333333333333333,0,2.7166666666666663,2.7166666666666663,6.421999999999997,2.333333333333333,16.908,5.499999999999999,815.36,-2.2405063166666666,2633.333333333333,8.451043666666667,5.499999999999999,1.0
0,1,0.5,0.5,66.80666666666666,5.94,2.05,0.6666666666666666,0.6666666666666666,0.0,76.0,0.3333333333333333,0,2.025,2.7,6.421999999999997,0.6666666666666666,16.908,7.35,911.66,-1.4944890766666663,1366.6666666666663,9.449216666666668,9.8,0.0
-1,0,0.5,0.5,66.80666666666666,5.94,2.05,0.6666666666666666,0.6666666666666666,0.0,76.0,0.3333333333333333,0,2.025,2.7,6.421999999999997,0.6666666666666666,16.908,7.35,911.66,-1.4944890766666663,1366.6666666666663,9.449216666666668,9.8,0.0
0,1,0.3333333333333333,0.3333333333333333,81.80666666666666,5.94,2.05,0.3333333333333333,0.3333333333333333,155.42,77.0,0.3333333333333333,0,2.75,2.75,6.421999999999997,2.333333333333333,16.908,17.46666666666667,814.96,-2.46443844,1333.3333333333337,8.446532666666666,17.46666666666667,1.0
0,1,0.3333333333333333,0.3333333333333333,84.37333333333332,5.94,2.05,0.3333333333333333,0.3333333333333333,147.71999999999997,53.33333333333333,0.3333333333333333,1,2.25,2.25,30.378,0.6666666666666666,16.908,11.6,787.6933333333334,-1.6658709633333333,1166.6666666666667,8.164302,11.6,1.0
0,1,0.5,0.5,66.80666666666666,5.94,2.05,0.6666666666666666,0.6666666666666666,0.0,76.0,0.3333333333333333,0,2.025,2.7,6.421999999999997,0.6666666666666666,16.908,7.35,911.66,-1.4944890766666663,1366.6666666666663,9.449216666666668,9.8,0.0
-1,0,0.5,0.5,66.80666666666666,5.94,2.05,0.6666666666666666,0.6666666666666666,0.0,76.0,0.3333333333333333,0,2.025,2.7,6.421999999999997,0.6666666666666666,16.908,7.35,911.66,-1.4944890766666663,1366.6666666666663,9.449216666666668,9.8,0.0
-1,0,0.6666666666666666,0.6666666666666666,135.24,5.94,2.05,0.6666666666666666,0.6666666666666666,4.880000000000024,73.66666666666666,0.3333333333333333,0,3.2333333333333334,3.2333333333333334,6.421999999999997,0.6666666666666666,16.908,8.033333333333333,912.4266666666668,-3.2227553933333333,2633.333333333333,9.437543333333334,8.033333333333333,1.0
-1,0,0.3333333333333333,0.3333333333333333,131.79333333333332,5.94,2.05,0.3333333333333333,0.3333333333333333,5.45999999999998,82.33333333333333,0.6666666666666666,1,1.35,1.35,6.421999999999997,1.3333333333333333,16.908,7.566666666666666,936.06,-2.2146231,1533.3333333333337,9.702073333333333,7.566666666666666,0.0
0,1,0.6666666666666666,0.6666666666666666,86.80666666666666,5.94,2.05,0.6666666666666666,0.6666666666666666,140.42,68.66666666666666,0.3333333333333333,0,2.7,2.7,6.421999999999997,0.6666666666666666,16.908,7.6,876.0933333333334,-5.19817591,1566.6666666666663,8.9678,7.6,1.0
-1,0,0.3333333333333333,0.3333333333333333,92.47333333333331,5.94,2.05,0.3333333333333333,0.3333333333333333,123.42,80.66666666666666,0.3333333333333333,0,2.95,2.95,6.421999999999997,1.6666666666666663,16.908,6.166666666666666,938.0933333333336,-2.6526973933333333,1900.0,9.714143333333334,6.166666666666666,1.0
0,1,0.5,0.5,66.80666666666666,5.94,2.05,0.6666666666666666,0.6666666666666666,0.0,76.0,0.3333333333333333,0,2.025,2.7,6.421999999999997,0.6666666666666666,16.908,7.35,911.66,-1.4944890766666663,1366.6666666666663,9.449216666666668,9.8,0.0
-1,0,0.5,0.5,66.80666666666666,5.94,2.05,0.6666666666666666,0.6666666666666666,0.0,76.0,0.3333333333333333,0,2.025,2.7,6.421999999999997,0.6666666666666666,16.908,7.35,911.66,-1.4944890766666663,1366.6666666666663,9.449216666666668,9.8,0.0
-2,-1,0.3333333333333333,0.3333333333333333,92.47333333333331,5.94,2.05,0.3333333333333333,0.3333333333333333,123.42,80.66666666666666,0.3333333333333333,0,2.95,2.95,6.421999999999997,1.6666666666666663,16.908,6.166666666666666,938.0933333333336,-2.6526973933333333,1900.0,9.714143333333334,6.166666666666666,1.0
